web-scraper-order,web-scraper-start-url,base_link,base_link-href,superficie,price,adresse,img
"1740027272-3895","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-sangalkam-4069247","5","12 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4069247_uploaded_image1_1674940736.jpg""); width: 671px;"
"1740027274-3896","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-thiaoune-4070133","300 m2","500 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4070133_uploaded_image1_1675026813.jpg""); width: 671px;"
"1740027279-3897","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-140-m2-ouakam-4070437","140","60 000 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4070437_uploaded_image1_1675066289.jpg""); width: 671px;"
"1740027282-3898","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-550-m2-ngor-4031794","550 m2","330 000 000 CFA","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4031794_uploaded_image1_1672739046.97.jpeg""); width: 671px;"
"1740027285-3899","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-4000m-saly-4070566","4000","292 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4070566_uploaded_image2_1675075257.jpeg""); width: 671px;"
"1740027290-3900","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-3800m-saly-4070568","3800","277 400 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4070568_uploaded_image2_1675075403.jpeg""); width: 671px;"
"1740027301-3901","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-1000m-hann-bel-air-4070607","1000","275 000 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1740027303-3902","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-vdn-dakar-4030636","300 m2","250 000 000 CFA","Sacré-Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4030636_uploaded_image1_1672665043.44.jpeg""); width: 671px;"
"1740027306-3903","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-140-m2-bail-sicap-foire-4031738","150 m2","Prix sur demande","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4031738_uploaded_image1_1672737079.81.jpeg""); width: 671px;"
"1740027315-3904","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrin-bambilor-4032619","150 m2","6 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4032619_uploaded_image1_1672765748.jpg""); width: 671px;"
"1740027319-3905","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-sangalkam-4071480","150 m2","7 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4071480_uploaded_image1_1675112040.jpg""); width: 671px;"
"1740027325-3906","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-tivaouane-peulh-4032887","150 m2","7 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4032887_uploaded_image1_1672779392.jpg""); width: 671px;"
"1740027328-3907","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-550m-mbour-4071619","","20 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4071619_uploaded_image2_1675120915.jpeg""); width: 671px;"
"1740027335-3908","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-grand-dakar-4071622","150","60 000 000 CFA","Grand Dakar, Dakar, Sénégal",""
"1740027343-3909","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-malika-4071876","150 m2","10 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4071876_uploaded_image2_1675155954.jpeg""); width: 671px;"
"1740027346-3910","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-tivaouane-4071996","150 m2","2 500 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4071996_uploaded_image1_1675161149.jpg""); width: 671px;"
"1740027349-3911","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-180-m2-rufisque-4072096","180","12 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4072096_uploaded_image1_1675164567.jpg""); width: 671px;"
"1740027353-3912","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-4073341","150","5 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4073341_uploaded_image1_1675223797.jpg""); width: 671px;"
"1740027355-3913","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-saly-velingara-4073549","300 m2","10 800 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4073549_uploaded_image2_1675239260.jpeg""); width: 671px;"
"1740027361-3914","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ouest-foire-4073703","150 m2","60 000 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4073703_uploaded_image1_1675244849.jpg""); width: 671px;"
"1740027364-3915","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-441-m2-yoff-4030890","441","220 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4030890_uploaded_image1_1672675154.jpg""); width: 671px;"
"1740027367-3916","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-tf-hypermarche-vdn-4035580","150 m2","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4035580_uploaded_image1_1672918211.43.jpeg""); width: 671px;"
"1740027369-3917","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-yoff-4044671","200","85 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4044671_uploaded_image1_1673438254.jpg""); width: 671px;"
"1740027372-3918","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-200m-thies-4074142","200 m2","900 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4074142_uploaded_image1_1675255154.jpg""); width: 671px;"
"1740027375-3919","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-334-m2-yenne-4074181","334 m2","10 000 000 CFA","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/4074181_uploaded_image1_1675256085.jpg""); width: 671px;"
"1740027377-3920","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-334-m2-toubab-dialao-4074221","334","10 000 000 CFA","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/4074221_uploaded_image1_1675257110.jpg""); width: 671px;"
"1740027380-3921","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-250-m2-ngor-4035706","250 m2","115 000 000 CFA","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4035706_uploaded_image1_1672921643.03.jpeg""); width: 671px;"
"1740027383-3922","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/parcelle-150-m2-vdn-4074592","150 m2","30 000 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4074592_uploaded_image1_1675264804.jpg""); width: 671px;"
"1740027386-3923","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-401-m2-saly-4074600","401 m2","27 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4074600_uploaded_image1_1675264887.jpg""); width: 671px;"
"1740027389-3924","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-saly-4074615","300 m2","27 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4074615_uploaded_image1_1675265103.jpg""); width: 671px;"
"1740027391-3925","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-foundiougne-4074751","400 m2","4 000 000 CFA","Fatick, Sénégal","background-image: url(""https://images.coinafrique.com/4074751_uploaded_image1_1675268483.jpg""); width: 671px;"
"1740027395-3926","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-ndiaye-lo-4036698","150 m2","18 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4036698_uploaded_image1_1672959845.jpg""); width: 671px;"
"1740027398-3927","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-parcelle-assainie-unite-24-4075403","150 m2","45 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4075403_uploaded_image1_1675296594.jpg""); width: 671px;"
"1740027401-3928","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-4075594","300 m2","14 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4075594_uploaded_image1_1675322209.jpg""); width: 671px;"
"1740027404-3929","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-218-m-toubab-dialao-4076369","218","10 000 000 CFA","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/4076369_uploaded_image1_1675344710.jpg""); width: 671px;"
"1740027407-3930","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-niakhirate-4076523","150 m2","12 500 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4076523_uploaded_image1_1675350917.37.jpeg""); width: 671px;"
"1740027410-3931","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-tivaouane-peulh-4076649","150 m2","6 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4076649_uploaded_image1_1675354764.jpg""); width: 671px;"
"1740027413-3932","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-tf-niaga-4037908","150 m2","15 000 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/4037908_uploaded_image1_1673027340.jpg""); width: 671px;"
"1740027416-3933","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-yoff-virage-4077330","500 m2","900 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4077330_uploaded_image1_1675376498.jpg""); width: 671px;"
"1740027419-3934","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrain-160m-cite-damel-4038406","160 m2","85 000 000 CFA","Damel, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4038406_uploaded_image1_1673050357.jpg""); width: 671px;"
"1740027422-3935","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-300m-ouest-foire-4077512","300","100 000 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4077512_uploaded_image1_1675391661.jpg""); width: 671px;"
"1740027434-3936","https://sn.coinafrique.com/categorie/terrains?page=50","favorite_border2années","https://sn.coinafrique.com/annonce/terrains/terrains-3-lots-150-m2-yenne-4077678","150 m2","5 500 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4077678_uploaded_image2_1675410186.jpeg""); width: 671px;"
"1740027508-3937","https://sn.coinafrique.com/categorie/terrains?page=47","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-tf-205-m2-parcelle-unite-15-4073830","205 m2","70 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4073830_uploaded_image1_1675248425.06.jpeg""); width: 671px;"
"1740027510-3938","https://sn.coinafrique.com/categorie/terrains?page=47","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-300m-warang-mbour-4113270","300","9 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4113270_uploaded_image1_1677607613.jpg""); width: 671px;"
